我家熊孩子不熊 || 点赞16 || 评论804
出去玩看路边有几个人做促销活动——扫二维码送个小扇子，闺蜜过去就领了一把小兔的扇子特别可爱，也让我去领一把……“妹子，别开玩笑了，你扫了我也不给你，不如你加我微信怎么样？”“为什么不给我？我闺蜜刚才领一把呢……”我有点生气的说。“我们这是整容美体店做活动，你那么漂亮跟模特似的，也用不上呀……”闺蜜站在旁边，脸色由晴转阴……微微一笑很倾城… || 点赞41 || 评论583
大学时买的相机被我家娃翻出来当玩具，到处拍，一副摄影爱好者的样子，不一会，他可能觉得没什么可拍的了，就笑嘻嘻的坐到我身边，一把掀开我的衣服…驯猴师 || 点赞90 || 评论2809
怀孕八个月的同学拉我逛到婴幼用品店，看到奶粉价格，闺蜜到吸一口凉气“艾玛，咋这么贵呀，”然后拍拍胸说“幸亏够大，不然奶粉都吃不起了，，”然后她回头看看我说“以后可别乱花钱了，攒着钱以后买奶粉吧，可别饿着了孩子。。”我……我是煮茶 || 点赞57 || 评论4567
我侄女丑丫央求我大哥给她买防狼报警器。我大哥说：“你就没这个必要了吧！”侄女撅着个嘴不开心，嫂子：“有这个必要！”   侄女高兴地靠在嫂子肩膀上，嫂子接着说：“万一色 狼近视没看清丑丫长啥样，丑丫不惨了？”匿名用户 || 点赞9 || 评论873
那年还在大学，住上铺，有天手机玩累了，就开了部小电影，情到浓时打了个手枪，又懒得下去，就用纸塞内裤里继续睡，结果下铺那滚蛋好死不死呃上来就抓下面，一把抓到了，然后两人都尴尬的装没事一样。站上冰箱装高冷 || 点赞13 || 评论960
同事聚餐，我看着对面开怀大吃的本哥开玩笑说：你这么能吃，还不胖，那些油水都去狗身上了吗？话音未落，本哥嘴里嚼着的红烧肉滋出一股油水，落在了坐他旁边的张总身上……姗倾城绝恋 || 点赞7 || 评论167
她们说放照片就会给过？是真的吗？匿名用户 || 点赞46 || 评论423
吐槽下，憋在心里难受，背景，酒店前台，怀孕5个月，我们食堂理酒店很远，差不多开车也要7.8分钟，所以我们酒店的人吃饭都是一个人一个饭桶打上来的，我们吃饭时间比食堂开饭时间早一个小时，所以我们基本上都是吃前一天的剩饭剩菜，这个我们说过很多次了，但是没有得到解决，如果是剩下来的菜也就算了，关键是他们故意提前打下来，留着下顿给我们吃，到送饭的时候就放在蒸笼里热下，然后饭桶是两个菜两个菜打在一起的，一共4个菜，菜全部都串味了，连我们这里的打扫阿姨都吃不进去，更别说我一个孕妇了，看到饭桶就要吐的，所以基本…岚枫谷 || 点赞7 || 评论785
接儿子放学。偶遇前女友。于是上去打了个招呼。然后不知道说啥了！为了避免双方尴尬。我打破僵局问了句：“你孩子也在这里上学吗？”前女友回：“不是，我们还没孩子。在家闲着没事干，来这里应聘老师的。”听到这里，这么热的天我突然打了个冷颤驯猴师 || 点赞88 || 评论5264
晚上出去遛狗，我家狗特财迷，看到啥捡啥，上次捡一块钱，上次捡个钱包，还有一次捡个套套……今天更过分，居然叼着一个喝醉躺在路上人的裤腿，叼了半天没叼动，又叼着我的裤腿把我拽到酒鬼跟前，，我擦，这是让我捡个男人回家吗！挖鼻孔的老虎 || 点赞60 || 评论10686
昨天下午姐夫来电，说晚上请我去大保健，又说他记性不好，要我八点打电话提醒他。到了晚上八点，我打电话给他：“去桑拿？”然后他在电话那头说：“老婆你听到没？次次都是你弟要我去的。”NUR汉子 || 点赞39 || 评论1884
同事的儿子学习不好，交钱进了个我们周边的一个重点中学，我跟她说：“让小孩上那个学校压力多大，可能反而影响正常学习。”，同事听完说：“让他去那里念书，成绩不是重点，重点是有一批将来会牛逼的同学”，瞬间我感觉很有道理。lix830 || 点赞31 || 评论803
天热，挤地铁--割了这个故事就不成立了---前面有一妹纸，穿着包臀长裙，很翘，我把手垂在身前，手背正好蹭到妹纸屁股，妹纸说：“流氓，把手拿开，快拿开！”我没办法只好拿开，这时一个急刹，只见妹纸脸红得发紫，为啥？因为那一下，我差点隔着衣服捅进去悬剑. || 点赞26 || 评论1683
昨天去应聘卖房子的  面试的时候 面试官给一台笔记本我并且对我的试着把他卖给我   价格不能底于3000   我接过笔记本说   挺容易的  你等着   我去准备准备 然后转身就回家睡觉了   第二天面试官给我来电话了  让我把笔记本送回去   我说你出多少钱狸土豆大人 || 点赞60 || 评论1407
男友出国回来送了盒巧克力，我比较没出息，开心好久。那天他说漏嘴，得知这盒巧克力是以前送前女友被嫌弃后给退还回来的。然后这货就留着，再次把它送出去时，告诉我这是特地给我带的礼物。心好累，要不要打屎他...二女子、 || 点赞25 || 评论3426
去学车，看到有个教练正在苦口婆心的教女学员怎么开才不会压线！那个女学员却是一脸不屑的表情，依旧开她的车！再一次车子冲上花台之后，那个教练终于发火说，媳妇儿，家里啥事你做主，这事必须听我的，不然驾照你可能就拿不到了！小二到家了 || 点赞28 || 评论854
吃货宝宝。。。。别人家都对宝宝说：多吃点行吗？吃这点哪够！宝宝回答：吃饱了，不吃了 ！而我对我家宝宝说：行了，别吃了，好了，吃的太多了！我家宝宝回答：没饱呢！风吹屁股蛋子疼 || 点赞17 || 评论2912
大宝第一次去打预防针，媳妇心疼的掉眼泪，嘴里直嘟囔“这么小就要打针，他怎么能受得了。。。”医生拿针过来后，媳妇把大宝往我怀里送，自己跑出去不忍心看，直到打完针后，大宝哭了才红着眼圈进来。二宝第一次去打预防针，媳妇自己摁住二宝小胳膊小腿，嘴里安慰着“别怕，你这么小，还没感觉到疼就会打完的！”林晓九 || 点赞7 || 评论825
做媒的王姨乐颠颠拿个样貌清秀的姑娘照片给婶子看，“这个当未来儿媳妇，怎么样 满意不？”  婶子“不行，这么漂亮的姑娘跟我儿子会吃亏的！”享受回忆or弃猪 || 点赞42 || 评论891
我和一同事男，具体什么原因我也忘了，我叫他媳妇，他叫我老公，今天中午和老妈视频，我随口一句“媳妇帮我拿瓶水”他也顺口“好嘞，老公”，我妈足足有一分钟没说话，大神们，我该怎么和老妈解释浅浅一笑恰逢你来 || 点赞29 || 评论2757
和闺蜜还有她男朋友一起逛超市……“他对你真好，刚才我看他买木瓜牛奶说晚上做给你吃……”我羡慕的对闺蜜说。“好个屁，爽的还不是他！！！！！！！！！……”无可非厚 || 点赞9 || 评论359
最近跟老爸怀疑老妈更年期，处处躲让不敢惹，然后还跟老爸成立了抗妈联盟，互相帮助，这不我在房间看我的收集的东西，老爸在玩电脑，老妈进来了，老妈说，真不知道你弄些这个干嘛。拿着人民币换些这个，能花出去吗？我说：这是我的足迹。你不觉得很好看吗？老妈说，一会儿你做饭。我说：奥。老妈：知道为什么么？因为你不好看。我回头看向老爸，想让他帮我说句话。老爸一愣说了句：你妈说的对，一会儿你做饭。说好的联盟的很纯洁的：流氓 || 点赞8 || 评论785
以前有妹子和我说喉咙痛，我总是关心的说上火了吧，喝点凉茶，吃饭清淡一点。过几天就好了。，现在有妹子和我说喉咙痛。我就想说特么的，秀恩爱也太tmd直接了。还非得在我这个单身汪面前秀！王八与蛋 || 点赞8 || 评论754
现在的人真是缺乏人情世故。今天在外面帮忙一个美女和她妈妈拍合照。拍完以后我礼尚往来让她妈妈帮我跟美女拍一张合照，结果被拒绝了！气死我了！要不是我随身携带西瓜刀，我怕是要吃亏咯！[哀怨]猴胖子 || 点赞18 || 评论1101
有一天我开车回家，要经过一段高速，前方200米左右，路中间有个奇怪的物体，并排的轮子，像三轮车，没人登啊，很快就近了，我擦的咧，轮椅，大哥你真牛逼，电动轮椅在高速中间开，我家穷，先闪了瞬间的巧遇 || 点赞8 || 评论1385
遇到高中时的前桌女同学，拷问我为啥叫她葡萄干，一副欲语还羞的样子，就差要我为当年的绰号负责了，我楞了好久才想起来，当年夏天，她穿一短袖，背后长一粒大肉瘤，颜色形状坡似葡萄干，真的不是说你前面飞机场，只剩两粒。天助自強者 || 点赞3 || 评论119
好不容易又一年～吃了两碗又盛 || 点赞20 || 评论1224
陪儿子学乒乓球，媳妇来电话说她去逛超市，让我回家的时候顺路接她。练完球，我骑着电动车载着儿子愉快地聊着天，把接媳妇这茬忘了。到家后媳妇又来电话了，问我:你不觉得落下点东西吗？我想了想，就带一个球拍和一瓶水，水喝了，球拍带回来了，就说:没有啊！媳妇:那我今晚在超市住了！来呀！来抓我呀~ || 点赞111 || 评论8658
出去玩，去坐摩的，跟师傅讲好价钱后，我准备跨坐上去，边看手机边抬腿，一脚把摩的师傅给踹下去了…什么昵称才没可以 || 点赞26 || 评论1647
店里要补货了，想省点话费就发微信叫业务员送货来，等了好久都没回复就打电话过去问:怎么不回信息也不送货来啊？业务员回答:这不是月底了嘛！流量用完了没收到信息，大街上没网要下班回到家才能看到信息……[汗颜]花美男MC || 点赞30 || 评论1599
大爷能不那么直接吗阿卿i || 点赞6 || 评论218
刚刚在街边吃烧烤……我一个没站稳把人家冰箱弄跑了。那么多人呐～傻晴° || 点赞20 || 评论617
同事今天吃着吃着饭忽然“嗷”的一声一摔筷子，把我吓得一愣！赶紧问他咋回事！他说他过年回家被一条狼狗给咬了！我说咬都咬了还“嗷嗷”的干啥！他认真的看着我说:一年前，我家小母狗找不到了，我去找我家那条小母狗，可是转角就看到我家那条小母狗跟一条小狼狗嘿嘿嘿，气的我直接踹了那狗两脚！我现在想想。过年咬我那条狗绝对就是那条小狼狗！一样一样的！我～[捂脸][捂脸][捂脸]专业搬砖15年 || 点赞93 || 评论1450
朋友恋爱了，为表真心，互相把对方名字纹手上，我问他以后分手了怎么办，其坚定的回答，我的世界里没有分手，只有丧偶。几年过去了，再次遇到他，问他，你和她还好吗？孩子都大了吧？他:别提了，我他妈丧偶都多少次了……大哥大no1 || 点赞10 || 评论785
真心话大冒险：：我问美女：你做过最坑爹的事情是什么？美女毫不犹豫答：小时候天天要和妈妈睡！[呲牙][呲牙]空城旧亿故人离 || 点赞0 || 评论818
刚过完年的时候有一天朋友家的女儿在我们家里玩，在跟我聊天的时候小丫头问我:大娘，是不是过年的时候一定得回家过年啊？要不然就不长个子也不长岁数啊。我就忽悠她说对啊过年的时候一定得回家跟爸妈一起过年，要不然就不长个子也不长岁，她一听就说怪不得我妈妈长的这么矮，[捂脸][捂脸][捂脸]道爷求仙侣 || 点赞9 || 评论144
